Approved Symbol	Synonyms	UniProt ID(supplied by UniProt)
ORC1	HSORC1, PARC1	Q13415
ORC2		Q13416
ORC3	IMAGE50150, LATHEO	Q9UBD5
ORC4	HsORC4, Orc4p	O43929
ORC5	Orc5p, ORC5T, PPP1R117	O43913
SLC22A13	OCTL1, OCTL3, OAT10	Q9Y226
SLC22A14	OCTL2	Q9Y267
VN1R7P		
VN1R8P		
ORM1		P02763
ORM2	AGP-B, AGP-B', AGP2	P19652
OSBP	OSBP1	P22059
OSBP2	KIAA1664, ORP-4, ORP4	Q969R2
OSM	MGC20461	P13725
OSMR	OSMRB	Q99650
OXSR1	KIAA1101	O95747
OSTF1	SH3P2, OSF, bA235O14.1	Q92882
OTC		P00480
CLDN11	OSP	O75508
OTOF	FER1L2, DFNB6	Q9HC10
OTOG	mlemp, OTGN, FLJ46346	Q6ZRI0
OTOR	MIAL, MIAL1, FDP	Q9NRC9
OTP		Q5XKR4
OTSC1	OTS	
OTSC2		
OTX1		P32242
OTX2		P32243
OVGP1	CHIT5	Q12889
OVOL1	HOVO1	O14753
OXA1L	MGC133129, OXA1	Q15070
OXCT1	SCOT	P55809
OXT	OXT-NPI, OT-NPI	P01178
OXTR		P30559
P1		
P2RX1	P2X1	P51575
P2RX3	P2X3	P56373
P2RX4	P2X4	Q99571
P2RX5	P2X5	Q93086
P2RX7	P2X7, MGC20089	Q99572
P2RX6	P2XM, MGC129625, P2X6	O15547
P2RY1	P2Y1	P47900
P2RY11	P2Y11	Q96G91
P2RY2	P2U	P41231
P2RY4	NRU, P2Y4, UNR, P2P	P51582
P2RY6	P2Y6	Q15077
P4HA1	C-P4Halpha(I)	P13674
P4HA2	C-P4Halpha(II)	O15460
P4HB	PDIA1, PROHB, DSI, GIT, PDI, PO4HB, P4Hbeta	P07237
BLOC1S6	HPS9	Q9UL45
PA2G4		Q9UQ80
PA2G4P1		
PABPC1	PABP1, PABPL1	P11940
PABPC3	PABP3, tPABP	Q9H361
PABPC4	iPABP, APP-1	Q13310
PABPC1P1	PABP1	
PABPC1P2	PABP2, PABP4	
PABPC1P3	PABP3	
PABPC1P4		
PABPN1	PAB2	Q86U42
PABX		
PABY		
FURIN	SPC1	P09958
PCSK6	SPC4	P29122
PACSIN1	SDPI	Q9BY11
PACSIN2	SDPII	Q9UNF0
PACSIN3	SDPIII	Q9UKS6
PAEP	PEP, PP14, GdA, GdS, GdF, PAEG, GD, MGC138509, MGC142288	P09466
PAFAH1B1	LIS1, PAFAH	P43034
PAFAH1B2		P68402
PAFAH1B3		Q15102
PAFAH1B1P1	LIS2	
PAFAH1B1P2	LIS2P	
PAFAH2	HSD-PLA2	Q99487
PAH	PH	P00439
SERPINE1	PAI	P05121
SERPINB2	HsT1201	P05120
PAICS	ADE2H1, AIRC	P22234
PAICSP1		
PAICSP2		
PAK1		Q13153
PAK2	PAK65, PAKgamma	Q13177
PAK3	hPAK3, bPAK	O75914
PALM	KIAA0270	O75781
PAM	PAL, PHM	P19021
PANK1	MGC24596, PANK1a, PANK1b	Q8TE04
PANX1	MRS1, UNQ2529, PX1	Q96RD7
PANX2	hPANX2, PX2	Q96RD6
REG3A	HIP, REG-III, REG3, PBCGF, PAP1	Q06141
PAPPA	PAPP-A, PAPPA1, IGFBP-4ase, PAPA, ASBABP2, DIPLA1	Q13219
PAPSS1	ATPSK1, PAPSS	O43252
PAPSS2	ATPSK2	O95340
PARG		Q86W56
PARK2	PDJ, AR-JP, parkin	O60260
PARK3		
PARN	DAN	O95453
PAWR	par-4, PAR4	Q96IZ0
PAX1		P15863
PAX2		Q02962
PAX3	HUP2	P23760
PAX4	MODY9	O43316
PAX5	BSAP	Q02548
PAX6	D11S812E, AN, WAGR	P26367
PAX7	Hup1	P23759
PAX8		Q06710
PAX9		P55771
PAXIP1	CAGF29, CAGF28, TNRC2, PTIP	Q6ZW49
PBCRA1	CRAPB, PBCRA	
PBG1		
PEBP1	RKIP, HCNP, PEBP	P30086
PBX1		P40424
PBX2	G17, HOX12, PBX2MHC	P40425
PBX3		P40426
PBX2P1		
PC	PCB	P11498
PCA3	DD3, NCRNA00019, PCAT3	
KAT2B	P/CAF, GCN5, GCN5L	
SLC45A3	IPCA-6, prostein, IPCA-2, IPCA-8	Q96JT2
PCAP	HPC2, HPC8	
PCBD1	PCD	P61457
PCBP1	HNRPE1, hnRNP-E1, HNRPX, hnRNP-X	Q15365
PCBP2	HNRPE2, hnRNP-E2, HNRNPE2	Q15366
PCBP2P1		
PCBP2P2		
PCBP3		P57721
PCBP4	MCG10, LIP4	P57723
PCCA		P05165
PCCB		P05166
PCDH1	pc42	Q08174
PCDH11X	PCDH-X, PCDHX, PPP1R119	Q9BZA7
PCDH12	VE-cadherin-2	Q9NPG4
PCDH7	BH-Pcdh, PPP1R120	O60245
PCDH8	PAPC, ARCADLIN	O95206
PCDH9		Q9HC56
PCDHA@	CNR1	
PCDHA1		Q9Y5I3
PCDHA10	CNR8, CRNR8, CNRN8, PCDH-ALPHA10	Q9Y5I2
PCDHA11	CNR7, CRNR7, CNRN7, PCDH-ALPHA11	Q9Y5I1
PCDHA12	PCDH-ALPHA12	Q9UN75
PCDHA13	CNR5, CRNR5, CNRN5, PCDH-ALPHA13	Q9Y5I0
PCDHA2		Q9Y5H9
PCDHA3	PCDH-ALPHA3	Q9Y5H8
PCDHA4	CNR1, CRNR1, PCDH-ALPHA4, CNRN1	Q9UN74
PCDHA5	CNR6, CRNR6, CNRN6, PCDH-ALPHA5	Q9Y5H7
PCDHA6	CNR2, CRNR2, PCDH-ALPHA6	Q9UN73
PCDHA7	CNR4, CRNR4	Q9UN72
PCDHA8		Q9Y5H6
PCDHA9	KIAA0345, PCDH-ALPHA9	Q9Y5H5
PCDHAC1		Q9H158
PCDHAC2	PCDH-ALPHA-C2	Q9Y5I4
PCDHACT	PCDHAC	
PCDHB@	PCDH3	
PCDHB1	PCDH-BETA1	Q9Y5F3
PCDHB10		Q9UN67
PCDHB11	PCDH-BETA11, ME2	Q9Y5F2
PCDHB12	PCDH-BETA12	Q9Y5F1
PCDHB13	PCDH-BETA13	Q9Y5F0
PCDHB14	PCDH-BETA14	Q9Y5E9
PCDHB15	PCDH-BETA15	Q9Y5E8
PCDHB2	PCDH-BETA2	Q9Y5E7
PCDHB3	PCDH-BETA3	Q9Y5E6
PCDHB4	PCDH-BETA4	Q9Y5E5
PCDHB5	DKFZp586B0217, PCDH-BETA5	Q9Y5E4
PCDHB6	PCDH-BETA6	Q9Y5E3
PCDHB7	PCDH-BETA7	Q9Y5E2
PCDHB8	PCDH-BETA8, PCDH3I	Q9UN66
PCDHB9	PCDH-BETA9, PCDH3H	Q9Y5E1
PCDHG@	PCDH2, PCDH4	
PCDHGA1	PCDH-GAMMA-A1	Q9Y5H4
PCDHGA10	PCDH-GAMMA-A10	Q9Y5H3
PCDHGA11	PCDH-GAMMA-A11	Q9Y5H2
PCDHGA12	KIAA0588, FIB3, PCDH-GAMMA-A12	O60330
PCDHGA2	PCDH-GAMMA-A2	Q9Y5H1
PCDHGA3	PCDH-GAMMA-A3	Q9Y5H0
PCDHGA4	PCDH-GAMMA-A4	Q9Y5G9
PCDHGA5	CDH-GAMMA-A5, ME3, PCDH-GAMMA-A5	Q9Y5G8
PCDHGA6	PCDH-GAMMA-A6	Q9Y5G7
PCDHGA7	PCDH-GAMMA-A7	Q9Y5G6
PCDHGA8	KIAA0327, PCDH-GAMMA-A8	Q9Y5G5
PCDHGA9	PCDH-GAMMA-A9	Q9Y5G4
PCDHGB1	PCDH-GAMMA-B1	Q9Y5G3
PCDHGB2	PCDH-GAMMA-B2	Q9Y5G2
PCDHGB3	PCDH-GAMMA-B3	Q9Y5G1
PCDHGB4	FIB2, CDH20, PCDH-GAMMA-B4	Q9UN71
PCDHGB5	PCDH-GAMMA-B5	Q9Y5G0
PCDHGB6	PCDH-GAMMA-B6	Q9Y5F9
PCDHGB7	ME6, PCDH-GAMMA-B7	Q9Y5F8
PCDHGB8P	PCDH-PSI3	
PCDHGC3	PC-43, PC43, PCDH-GAMMA-C3	Q9UN70
PCDHGC4	PCDH-GAMMA-C4	Q9Y5F7
PCDHGC5	PCDH-GAMMA-C5	Q9Y5F6
PCDHGCT	PCDHGC	
SERPINA5	PAI3, PROCI	P05154
PCK1	PEPCK-C	P35558
PCK2	PEPCK, PEPCK2	Q16822
PCM1	PTC4	Q15154
PCMT1		P22061
PCNA		P12004
PCNAP1	p1PCNA	
PCNAP2	pF2PCNA	
NUP85	NUP75, FLJ12549	Q9BW27
PCNXL2	KIAA0435, FLJ11383	A6NKB5
PCOLCE	PCPE, PCPE1	Q15113
PCOLCE2	PCPE2	Q9UKZ9
CHMP1A	KIAA0047, CHMP1, Vps46A	Q9HD42
PCOS1		
PCP4	PEP-19	P48539
PCSK1	PC1, PC3, SPC3	P29120
PCSK2	PC2, SPC2	P16519
PCSK4	PC4, SPC5, DKFZp434B217, MGC34749	Q6UW60
PCSK5	PC5, PC6, SPC6	Q92824
PCSK7	PC7, PC8, LPC, SPC7	Q16549
CDK16	PCTAIRE, PCTAIRE1, PCTGAIRE, FLJ16665	Q00536
CDK17	PCTAIRE2	Q00537
CDK18	PCTAIRE3	Q07002
PCTP	STARD2	Q9UKL6
PCYT1A	CT, CTPCT	P49585
PCYT1B	CCT-beta, CTB	Q9Y5K3
PCYT2	ET	Q99447
PDB1		
PDC	MEKA	P20941
PDCD1	CD279, PD1, hSLE1	Q15116
PDCD10	TFAR15	Q9BUL8
PDCD2	ZMYND7, RP8	Q16342
PDCD4	H731	Q53EL6
PDCD5	TFAR19, MGC9294	O14737
PDCD6	ALG-2, PEF1B	O75340
PDCD6IP	Alix, AIP1, Hp95	Q8WUM4
PDCD7	HES18, ES18	Q8N8D1
AIFM1	AIF, CMTX4	O95831
MRPS30	PAP	
PDCL	PhLP, DKFZp564M1863	Q13371
PDE10A		Q9Y233
PDE11A		Q9HCR9
PDE1A		P54750
PDE1B		Q01064
PDE1C	Hcam3	Q14123
PDE2A		O00408
PDE3A	CGI-PDE	Q14432
PDE3B	HcGIP1	Q13370
PDE4A		P27815
PDE4B		Q07343
PDE4C		Q08493
PDE4D		Q08499
PDE5A		O76074
PDE6A	RP43	P16499
PDE6B	CSNB3, rd1, RP40, CSNBAD2	P35913
PDE6C	PDEA2, ACHM5, COD4	P51160
PDE6D	JBTS22	O43924
PDE6G	RP57	P18545
PDE6H		Q13956
PDE7A	HCP1	Q13946
PDE7B		Q9NP56
PDE8A	HsT19550	O60658
PDE8B		O95263
PDE9A		O76083
PDGFA	PDGF1, PDGF-A	P04085
PDGFB	SSV	P01127
PDGFC	SCDGF, fallotein	Q9NRA1
PDGFRA	CD140a, PDGFR2	P16234
PDGFRB	JTK12, CD140b, PDGFR1	P09619
PDGFRL	PRLTS	Q15198
PDHA1		P08559
PDHA2		P29803
PDHB		P11177
PDK1		Q15118
PDK2	PDHK2	Q15119
PDK3		Q15120
PDK4		Q16654
PDPK1	PDK1	O15530
PDR		
SLC26A4	PDS	O43511
PDXK	PNK, PKH, FLJ21324, PRED79, FLJ31940, MGC15873	O00764
PDYN	PENKB, ADCA	P01213
PDZK1	PDZD1, NHERF3	Q5T2W1
PEA15	HMAT1, MAT1, PED, PEA-15, MAT1H, HUMMAT1H	Q15121
PECAM1	CD31	P16284
SERPINF1	EPC-1, PIG35	P36955
PEE1		
PEG3	ZKSCAN22, KIAA0287, ZNF904, ZSCAN24	Q9GZU2
PELI1		Q96FA3
PELI2		Q9HAT8
PELO		Q9BRX2
PEMT	PEMPT, PEMT2	Q9UBM1
PENK		P01210
PEPB		
PEPC		
PEPD		P12955
PEPE		
PER1	RIGUI	O15534
PER2	KIAA0347	O15055
PER3		P56645
PES1	PES	O00541
PET112		O75879
PEX1		O43933
PEX10	RNF69	O60683
PEX11A	PEX11-ALPHA, MGC119947, MGC138534	O75192
PEX11B		O96011
PEX12		O00623
PEX13		Q92968
PEX14		O75381
PEX16		Q9Y5Y5
PEX3		P56589
PEX6	PXAAA1, PAF-2	Q13608
PEX7	PTS2R, RD	O00628
PF4	SCYB4, CXCL4	P02776
PF4V1	SCYB4V1, CXCL4V1, CXCL4L1	P10720
PFAS	PURL, FGARAT, KIAA0361	O15067
CFP		P27918
PFDN1	PFD1	O60925
PFDN2		Q9UHV9
PFDN4	PFD4, C-1, C1	Q9NQP4
PFDN5	PFD5, MM-1	Q99471
PFKFB1		P16118
PFKFB2		O60825
PFKFB3		Q16875
PFKFB4		Q16877
PFKL		P17858
PFKM	PFK-1, PPP1R122	P08237
PFKP	PFK-C, PFKF	Q01813
PFN1		P07737
PFN2		P35080
CDK14	PFTAIRE1	O94921
PGA3		P0DJD8
PGA4		P0DJD7
PGA5		P0DJD9
PGAM1	PGAM-B	P18669
PGAM2	PGAM-M	P15259
PGC		P20142
PGD		P52209
PGDP1		
PGF	PLGF, PlGF-2, PlGF, SHGC-10760, D12S1900	P49763
PGGT1B	GGTI, BGGI	P53609
PGK1		P00558
PGK1P1		
PGK2	PGKPS, PGK-2	P07205
PGK1P2		
PGLS	6PGL	O95336
PGLYRP1	TAG7, PGRP, PGRP-S, PGRPS	O75594
PGM1		P36871
PGM2	FLJ10983	Q96G03
PGM3	AGM1, DKFZP434B187, PAGM	O95394
PGM5	PGMRP	Q15124
PGP		A6NDG6
PGR	PR, NR3C3	P06401
PHB	PHB1	P35232
PHBP1		
PHBP2		
PHBP3		
PHBP4		
PHEX	PEX, HPDR1, HYP1, XLH	P78562
PHF1	MTF2L2, TDRD19C	O43189
PHF2	KIAA0662, JHDM1E, CENP-35	O75151
PHF3		Q92576
PHGDH	SERA, PGDH, PDG	O43175
PHKA1		P46020
PHKA2		P46019
PHKB		Q93100
PHKBP1		
PHKBP2		
PHKG1		Q16816
PHKG2		P15735
PHKG1P3	PHKg1ps2	
PHLDA1	TDAG51, DT1P1B11, PHRIP	Q8WV24
PHLDA3	TIH1	Q9Y5J5
PHTF1		Q9UMS5
PHYH	PAHX, RD, PHYH1	O14832
SERPINA1	AAT, A1A, PI1, alpha-1-antitrypsin, A1AT, alpha1AT	P01009
SERPINB10	bomapin	P48595
SERPINI1	neuroserpin	Q99574
SERPINB13	HUR7, hurpin, headpin	Q9UIV8
SERPINI2	PANCPIN, TSA2004, MEPI, pancpin	O75830
PI15	P25TI	O43692
PI3	ESI, SKALP, ELAFIN, WAP3, WFDC14, cementoin	P19957
SERPINA4	KST, KAL, KLST, kallistatin	P29622
SERPINB5	maspin	P36952
SERPINB6	PTI, CAP	P35237
SERPINE2	PN1, GDN, PNI, nexin	P07093
SERPINB8	CAP2	P50452
SERPINB8P1		
SERPINB9	CAP3	P50453
INPP5J	INPP5	Q15735
PIGA	GPI3	P37287
PIGAP1		
PIGB		Q92521
PIGC		Q92535
PIGCP1		
PIGF		Q07326
PIGFP1		
PIGH	GPI-H	Q14442
PIGK	hGPI8, GPI8	Q92643
PIGL		Q9Y2B2
PIGN	MDC4, PIG-N	O95427
PIGR		P01833
PIK3C2A	PI3K-C2alpha	O00443
PIK3C2B	C2-PI3K, PI3K-C2beta	O00750
PIK3C2G		O75747
PIK3C3	Vps34	Q8NEB9
PIK3CA	PI3K	P42336
PIK3CB		P42338
PIK3CD	p110D	O00329
PIK3CG		P48736
PIK3R1	GRB1, p85-ALPHA, p85	P27986
PIK3R2	P85B, p85	O00459
PIK3R3	p55	Q92569
PIK3R4	VPS15, p150	Q99570
PI4KA	PI4K-ALPHA, pi4K230	P42356
PI4KB	PI4K-BETA, pi4K92	
SERPINA2	ATR, ARGS	P20848
PIM1		P11309
PIM2		Q9P1W9
PIN1	dod	Q13526
PIN1P1		O15428
PIN4	PAR14, PAR17, EPVH	Q9Y237
PIP	GCDFP-15, GCDFP15, GPIP4	P12273
PIP5K1A		Q99755
PIP5K1B	STM7, MSS4	O14986
PIP5K1C	PIP5Kgamma, KIAA0589, LCCS3	O60331
PIP4K2A	PIP5KIIA, PIP5KIIalpha	P48426
PIP4K2B	PIP5KIIB, PIP5KIIbeta	P78356
PISD	dJ858B16.2, PSDC	Q9UG56
PITPNA	VIB1A	Q00169
PITPNB	VIB1B	P48739
PITPNM1	DRES9, NIR2, RDGB1, RDGBA1, Rd9, RDGB	O00562
PITX1	PTX1, POTX	P78337
PITX2	IGDS, RS, Brx1, Otlx2, ARP1	Q99697
PITX3		O75364
PIWIL1	PIWI, HIWI, CT80.1	Q96J94
PKD1	PBP, Pc-1, TRPP1	P98161
PKD2	PKD4, PC2, Pc-2, TRPP2	Q13563
PKD2L1	PCL, TRPP3	Q9P0L9
PKD2L2	TRPP5	Q9NZM6
PKD3		
PKDREJ		Q9NTG1
PKHD1	ARPKD, FCYT	P08F94
PKIA		P61925
PKIB		Q9C010
PKIG		Q9Y2B9
PKLR		P30613
PKM	THBP1, OIP3, PK3	P14618
PKNOX1	PREP1	P55347
PKP1	B6P	Q13835
PKP2		Q99959
PKP3		Q9Y446
PKP4	p0071	Q99569
PLA2G10	GXPLA2	O15496
PLA2G1B		P04054
PLA2G2A		P14555
PLA2G2C		Q5R387
PLA2G2D	sPLA2S	Q9UNK4
PLA2G4A	cPLA2-alpha	P47712
PLA2G4B	cPLA2-beta, HsT16992	P0C869
PLA2G4C	cPLA2-gamma	Q9UP65
PLA2G5		P39877
PLA2G6	iPLA2, PNPLA9, PARK14, iPLA2beta, NBIA2	O60733
PLA2G7	PAFAH, LDL-PLA2	Q13093
PLA2R1	PLA2G1R, PLA2IR, PLA2-R, CLEC13C	Q13018
PLAA	PLAP, PLA2P, FLJ11281, FLJ12699, DOA1	Q9Y263
PLAC1	CT92, OOSP2L	Q9HBJ0
PLAG1	ZNF912	Q6DJT9
PLAGL1	ZAC, LOT1	Q9UM63
PLAGL2	ZNF900	Q9UPG8
PLAT		P00750
PLAU	URK, UPA	P00749
PLAUR	URKR, UPAR, CD87	Q03405
PLCB2	FLJ38135	Q00722
PLCB3		Q01970
PPP1R14B	SOM172, PNG, PHI-1	Q96C90
PPP1R14BP1		
PLCB4		Q15147
PLCD1		P51178
PLCD3		Q8N3E9
PLCD4		Q9BRC7
PLCL1	PLC-L, PLCL, PRIP, PPP1R127	Q15111
PLCL2	KIAA1092	Q9UPR0
PLCG1	PLC148, PLC-II, PLCgamma1, NCKAP3	P19174
PLCG2		P16885
PLD1		Q13393
PLD2		O14939
PLEC	PCN, PLTN	Q15149
PLEK	P47	P08567
PLG		P00747
PLGLB1	PRP-B	Q02325
PLGLB2		Q02325
PLGLA		Q15195
SERPINF2	API, ALPHA-2-PI, A2AP, AAP	P08697
PLIN1		O60240
PLK1		P53350
PLN	CMD1P	P26678
PLOD1	LH1	Q02809
PLOD2	LH2	O00469
PLOD3	LH3	O60568
PLP1	GPM6C	P60201
PLP2	A4, A4-LSB, MGC126187	Q04941
PLRG1	PRL1, Prp46, PRPF46, Cwc1, TANGO4	O43660
PLS1	I-plastin, Plastin-1	Q14651
PLS3	T-plastin	P13797
PLSCR1	MMTRA1B	O15162
PLTP	BPIFE	P55058
PLXNA1	NOV	Q9UIW2
PLXNA2	OCT, FLJ11751, FLJ30634, KIAA0463	O75051
PLXNA3	SEX, XAP-6, 6.3, Plxn3	P51805
PLXNA4	KIAA1550, DKFZp434G0625PRO34003, FAYV2820	Q9HCM2
PLXNB1	SEP, KIAA0407	O43157
PLXNB2	MM1, KIAA0315, PLEXB2	O15031
PLXNB3	PLEXR, PLEXB3	Q9ULL4
PLXNC1	VESPR, CD232	O60486
PLXND1	KIAA0620	Q9Y4D7
PMAIP1	APR, NOXA	Q13794
PMCH	MCH	P20382
PMCHL1		Q16048
PMCHL2		Q9BQD1
PMF1		Q6P1K2
PML	MYL, TRIM19, RNF71	P29590
PMM1	Sec53	Q92871
PMM2	CDGS, CDG1a, PMI, PMI1	O15305
PMM2P1		
PMP2	MP2, FABP8, M-FABP	P02689
PMP22	HNPP, GAS-3, Sp110	Q01453
PMPCB	MPPB, MPPP52	O75439
PMS1		P54277
PMS2	H_DJ0042M02.9, HNPCC4	P54278
PMS2P1	PMS3, PMS8, PMS2L13, PMSR2, PMSR1	A4D2B8
PMS2P10	PMSR4	
PMS2P11	PMSR6	Q13670
GIGYF1	GYF1	O75420
PMS2P2	PMS4	O95744
PMS2P3	PMS5, PMSR3	Q13401
PMS2P4	PMS6	
PMS2P5	PMS7, MGC34222	A8MQ11
PMS2P9	PMSR5	
EXOSC9	PM/Scl-75, Rrp45p, RRP45, p5, p6	Q06265
EXOSC10	PM-Scl, PM/Scl-100, Rrp6p, RRP6, p2, p3, p4	Q01780
PMVK	PMK, PMKA, HUMPMKI	Q15126
PRRX1	PHOX1	P54821
PHOX2B	Phox2b, NBPhox	Q99453
PNKD	DYT8, PDC, DKFZp564N1362, FPD1, MR-1, BRP17, FKSG19, TAHCCP2, KIAA1184, KIPP1184, MGC31943, PKND1	Q8N490
PNKP	PNK	Q96T60
PNLIP	PL	P16233
PNLIPRP1	PLRP1	P54315
PNLIPRP2	PLRP2	P54317
PNMA1	MA1	Q8ND90
PNMA2	MA2, RGAG2	Q9UL42
PNMT		P11086
PNN	memA	Q9H307
PNOC	PPNOC	Q13519
SEPT5	HCDCREL-1, H5	Q99719
SEPT4	H5, CE5B3, hucep-7, ARTS, hCDCREL-2, MART	O43236
PODXL	PCLP, Gp200, PC	O00592
POLA1	p180	P09884
POLB		P06746
POLD1	CDC2	P28340
POLD2		P49005
POLE	POLE1	Q07864
POLE2	DPE2	P56282
POLG	POLG1, POLGA	P54098
POLG2	MTPOLB, HP55	Q9UHN1
POLH	RAD30A, XP-V	Q9Y253
POLI		Q9UNA4
POLK	POLQ, DINP	Q9UBT6
POLL		Q9UGP5
POLM	Tdt-N	Q9NP87
POLQ	POLH	O75417
POLR2A	POLRA, RPB1	P24928
POLR2B	RPB2	P30876
POLR2C	RPB3	P19387
POLR2CP		
POLR2D	RBP4	O15514
POLR2E	RPB5, RPABC1, XAP4, hRPB25, hsRPB5	P19388
POLR2F	RPB6, HRBP14.4	P61218
POLR2G	hRPB19, hsRPB7, RPB7	P62487
POLR2H	RPB8	P52434
POLR2I	RPB9, hRPB14.5	P36954
POLR2J	RPB11, hRPB14, RPB11A, RPB11m, POLR2J1	P52435
POLR2K	RPB10alpha	P53803
POLR2L	RPB10beta, RBP10, RPABC5, RPB7.6, hRPB7.6, hsRPB10b	P62875
POLRMT	h-mtRPOL, APOLMT, MTRNAP, MTRPOL	O00411
POMC	MSH, POC, CLIP, ACTH, NPP, LPH	P01189
POMT1	LGMD2K	Q9Y6A1
POMZP3	POM-ZP3, POM121	Q6PJE2
PON1	ESA	P27169
PON2		Q15165
PON3		Q15166
CNOT8	CAF1, hCAF1, CALIF	Q9UFF9
POR	CYPOR, FLJ26468	P16435
POU1F1	GHF-1, POU1F1a	P28069
POU2AF1	OBF1	Q16633
POU2F1	OCT1	P14859
POU2F2	OCT2	P09086
POU3F1	OCT6, SCIP	Q03052
POU3F2	POUF3, BRN2, OCT7	P20265
POU3F3	BRN1, OTF8	P20264
POU3F4	BRN4, OTF9, DFNX2	P49335
POU4F1	RDC-1	Q01851
POU4F2	Brn-3b	Q12837
POU4F3	BRN3C	Q15319
POU5F1	OCT3, Oct4, MGC22487	Q01860
POU5F1P3	POU5FLC12	
POU5F1B	OTF3C	Q06416
POU6F1	BRN5, MPOU, TCFB1	Q14863
SLC43A1	R00504, PB39	O75387
PPA1	SID6-8061, Ppase, IOPPP, PP1	Q15181
PPAN	SSF1, SSF2, SSF, BXDC3	Q9NQ55
PPAP2A	PAP-2a, LPP1	O14494
PPAP2B	PAP-2b, LPP3	O14495
PPAP2C	PAP-2c, LPP2	O43688
PPARA	hPPAR, NR1C1	Q07869
MED1	PBP, TRAP220, RB18A, DRIP230, CRSP200, CRSP1	Q15648
PPARD	NUC1, NUCII, FAAR, NR1C2	Q03181
PPARG	PPARG1, PPARG2, NR1C3, PPARgamma	P37231
PPARGC1A	PGC1, PGC1A	Q9UBK2
PPAT	GPAT, PRAT	Q06203
PPATP1		
PPBP	SCYB7, TGB, NAP-2-L1, LA-PF4, MDGF, LDGF, Beta-TG, CTAP3, CXCL7, PBP, b-TG1, TGB1, CTAPIII, NAP-2	P02775
PPBPP1	TGB2	
PPEF1	PPP7CA	O14829
PPEF2	PPP7CB	O14830
PPFIA1	LIP.1, LIPRIN	Q13136
PPFIA2		O75334
PPFIA3	KIAA0654, LPNA3, MGC126567, MGC126569	O75145
PPFIA4		O75335
PPFIBP1	L2, hSGT2, hSgt2p, SGT2	Q86W92
PPFIBP2	Cclp1	Q8ND30
CTSA		P10619
PPIA	CYPA	P62937
PPIAP1		
PPIB	CYPB, OI9	P23284
PPIC	CYPC	P45877
PPID	CYP-40	Q08752
PPIE	CyP-33, MGC3736, MGC111222	Q9UNP9
PPIF	hCyP3, Cyp-D	P30405
PPIL1	CYPL1	Q9Y3C6
PPIL2	UBOX7, CYC4, Cyp-60	Q13356
PPIL3	CyPJ	Q9H2H8
PPIAP11		
PPIAP10	CRP	
PPIAP13		
PPIAP14		
PPIAP15		
PPIAP16		
PPIAP7		
PPIAP8		
PPIAP9	Em:AC006046.3	
PPL		O60437
PPM1A	MGC9201, PP2Calpha, PP2CA	P35813
PPM1B	PPC2BETAX, PP2CB, PP2CBETA	O75688
PPM1D	Wip1, PP2C-DELTA	O15297
PPM1G	PP2CG, PP2Cgamma	O15355
PDP1	PDP, PDH	Q9P0J1
PPOX	PPO	P50336
PPP1CA	PP1A, PP-1A, PP1alpha	P62136
PPP1CB	PP1B, PP-1B, PP1beta	P62140
PPP1CC	PP1C, PP1gamma	P36873
PPP1R10	PNUTS, FB19, CAT53, p99	Q96QC0
PPP1R11	HCGV, Tctex5, HCG-V	O60927
PPP1R1A		Q13522
PPP1R1B	DARPP-32, FLJ20940	Q9UD71
PPP1R2	IPP2	P41236
PPP1R2P1	IPP-2P	Q96PQ5
PPP1R2P2		
PPP1R3A	GM	Q16821
PPP1R3C	PTG	Q9UQK1
PPP1R3D		O95685
PPP1R7	sds22	Q15435
PPP1R8	ard-1, NIPP-1, PRO2047, ARD1, NIPP1	Q12972
PPP1R8P1		
PPP1R9B	Spn, SPINO	Q96SB3
PPP2CA	PP2Calpha	P67775
PPP2CB	PP2Abeta	P62714
PPP2CBP1		
PPP2R1A	PR65A, PP2A-Aalpha	P30153
PPP2R1B	PR65B, PP2A-Abeta	P30154
PPP2R2A	PR52A, PR55A, B55A	P63151
PPP2R2B	PR55-BETA, PR52B	Q00005
PPP2R2C	PR52, IMYPNO, MGC33570, PR55G	Q9Y2T4
PPP2R3A		Q06190
PPP2R4	PTPA, PR53	Q15257
PPP2R5A	PR61A, B56A	Q15172
PPP2R5B	FLJ35411, B56B, PR61B	Q15173
PPP2R5C	B56G, PR61G	Q13362
PPP2R5D	B56D	Q14738
PPP2R5E		Q16537
PPP3CA	CNA1, PPP2B	Q08209
PPP3CB	CALNA2, CNA2, PP2Bbeta	P16298
PPP3CC	CALNA3, PP2Bgamma	P48454
PPP3R1	CALNB1, CNB, CNB1	P63098
PPP3R2	PPP3RL	Q96LZ3
PPP4C	PP4, PPX	P60510
PPP4R1	PP4R1	Q8TF05
PPP5C	PP5	P53041
PPP6C	PP6	O00743
PPT1	CLN1, INCL	P50897
PPT2		Q9UMR5
PPY	PNP	P01298
PPY2		Q9NRI7
NPY4R	Y4, PP1	P50391
PQBP1		O60828
PQBP4		
PR@		
PRAME	CT130	P78395
PRB1	PM, PMF, PMS, PRB1M, PRB1L	P04280
PRB2	PRPPRB1, Ps, cP7	P02812
PRB3	PRG	Q04118
PRB4		P10163
PRC1	ASE1	O43663
PRCC	RCCP1	Q92733
PRCP	PCP, HUMPCP	P42785
PRD		
PRDM1	PRDI-BF1	O75626
